score;content
5;Aplikasi yg sangat2 membantu pas lagi bete mo nonton bisa langsung check film apa yg lagi tayang dan dijam brapa?, semoga kedepannya ada promo2 ya
1;"Udh kirim email tentang kendala tapi tetep aja gk mudeng""lu ,cape banget di bikin kecewa sama tix id ,aplikasi lain klo ada masalah pasti di perbaiki coba tix id mana ada mau berbaiki kesalah ,KECEWA BANGET SUMPAH"
4;Saya mau memberikan pendapat, kalau bisa jangan tiba tiba keluar hanya kerena pengguna tidak menginginkan update aplikasi ini. Seakan akan aplikasi ini wajib di update kalau ingin masuk karena kalau tidak di update gak akan bisa masuk:)
1;Kebanyakan update yang tidak wajar, sering bgt update padahal perubahan nya ga kelihatan.
3;Bagus, sayangnya biaya layanan ga masuk akal. Kok bisa biaya layanan di itung per tiket. Satu tiket 4000, lah kalo beli 5 udah 20000 sendiri buat biaya layanan. Matematika yang aneh.
4;sangat cepat dan tepat ga ribet :') dan perlu melakukan hal ini tinggal pilih t4 bioskopNya dan pilih kursi lalu pembayaran dan pas kita datang ga tergesa gesa lagi ^^
5;Mantepp minn saya suka!,dengan aplikasi ini bisa memudahkan saya,berkat aplikasi ini saya sudah tidak ngantri beli tiket lagi,pokoknya the best deh pertahan kan ya minnn
5;Paling enak pakai aplikasi ini Mau nonton film yang lagi baru, tinggal klik2 aja, pilih film truz pilih kursi, truz tinggal bayar Dan cusss ke bioskop nya, duduk manis tunggu jadwal filmnya, sounding masuk teater and enjoy your movie time 😁
4;Gak usah ngadain promo kl memang gak niat ngasih diskon! Pembayaran sudah berhasil dan saldo dana sudah kepotong tapi tidak ada transaksi untuk tiket mendatang!
1;Jelek lemot banget aplikasinya, pas mau beli tiket gak bisa terus padahal sinyal lancar, terus berkali-kali minta tautkan akun dana buat payment padahal udah di tautkan dari awal
1;Ini aplikasi sengaja bikin kita emosi atau gimana ya? Buruk banget sistem playanannya. Mau beli tiket loading mulu kalo lagi ada buy 1 get 1 di sengaja apa gimana ini dibikin ngelag?
3;Aplikasi TIX ID Bagus sih dan lebih memudahkan pengguna booking tiket nonton bioskopnya, tapi sayangnya metode pembayarannya kurang banyak ☹️, Dan tolong di perbanyak algi metode pembayaranya 😃
2;Masih suka error aplikasi ketika konfirmasi penyedian merchandise, hari ini saya ke arion xxi untuk mengambil garfield tumbler yang masih tersedia di tix, namun ketika saya konfirmasi malah barang dioutlet tidak ada. Untung saja masih bisa refund uangnya. Mohon tolong diperbaiki lagi kesalahan aplikasinya min untuk pelayanannya agar tidak jadi lagi dikemudian hari.
3;Sebenernya tix id lebih enak dipakainya dr pada mtix, tp pilihan pembayaran dgn ewallet cuma Dana. Semoga bisa ditambah ya pilihan pembayaran ewalletnya. Soalnya Dana sekarang udah ga aman, jadi udah ga pakai lagi huhu
5;Aplikasi satu satunya yg menurutku gaboleh banget berubah sih aplikasi ini! Benar benar membantu dalam mengetahui jadwal film bahkan seat dalam bioskopnya terimakasih TIX ID
5;aplikasi yang sangat membantu untuk melihat jadwal film yang akan tayang, harga film yang akan tayang, serta seat (tempat duduk) yang masih kosong. penggunaannya dan pembayaran nya simpel dan ga ribet. tetap pertahankan terus performanya.✨
4;Bintang 4 dulu, hanya sekedar masukan saja, tolong tambahkan fitur pembayaran via dompet digital lain, soalnya aku gak punya aplikasi dan akun dana, kalaupun ada kadang error', jadi gak bisa beli online deh, aplikasi tix id hanya untuk liat jadwal film saja, semoga komentar ku dibaca oleh admin, agar fitur pembayarannya gak cuma lewat aplikasi dana saja tapi bisa lewat pembayaran manapun, jadi kalau misalkan pembayaran di aplikasi dana error' bisa langsung ganti pembayaran lain, terimakasih
1;Akunnya Suka ter-logout sendiri, jika ingin login kembali selalu terdapat kendala dan gagal walaupun koneksi saya sudah sangat stabil. Tolong diperbaiki hal ini!
5;Bagus banget! pemesanan tiketnya juga mudah dan metode pembayarannya juga beragam. Cocok banget buat pencinta film yg mau nonton tapi nggak ribet👍
4;Mudah utk cari film2 seru yg sedang tayang di seluruh Indonesia dan utk booking tiket duluan, cuma metode pembayarannya kurang banyak.
3;makin kemari makin gak jelas, tanggal penayangan tidak sesuai, terkadang tidak bisa dapat promo atau memang di sengaja setiap yang ada promo selalu telat tayang
5;tix id mempermudah transaksi pembelian tiket nonton bioskop, dengan berbagai fitur dan voucher yang bisa di tukarkan. tidak hanya di situ tix id juga punya promo menarik By one get one, Beli satu tiket dapet satu tiket lagi.
1;Pengumpulan poin & penukaran poin yang tidak konsisten. Puluhan ribu poin saya kadaluarsa akibat tidak bisa tukar poin. Manajemen licik sengaja membiarkan poin hangus & setelah banyak akun yg hangus poinnya barulah diberi kesempatan tukar poin. Saya sudah 1 tahun tidak beli tiket disini. Saya beli di aplikasi m-tix karena mereka tidak keceawakan pelanggan & tidak licik seperti tix.id ini.
5;Dengan ada tix id ini sangat membantu sekali jika pengen nonton film yang ditayangkan bisa reservasi di aplikasi ini terlebih dahulu, gak perlu capek antri, gak perlu terburu buru mau beli tiket karena harus antri..bisa memprediksi waktu untuk bisa sampai dibioskop tanpa harus terburu buru..pokoknya top markotop...
4;"Belum coba sii, cman ada kendala di register. Kalau boleh saran tambahin cara regis pakai email, karena bagi saya lebih enak pakai email takut nomer sudah tidak aktif lagi:"")"
2;1. pembayaran opsinya sedikit padahal digital bank banyak yang lebih cepet diakses seperti shopeepay, seabank, neo 2. layanan 4rb pertiket itu buat layanan apa ya? dibioskop kita scan sendiri, mesinnya ngeluarin sendiri 3. suka error kalo lagi promo tapi make sense bisa ada karena server overload 4. opsi nearby belum akurat
3;Hallo kak, saya kenapa gakbisa download aplikasi ini yaa? Kuota internet dan kapasitas memori masih cukup padahal. Mohon bantuannya segera, terimakasih.
3;Bagus si, membantu juga, cuman ada beberapa minusnya. 1. Biaya adminnya, 4k/tiket, bukan pertransaksi. 2. Pembelian tiket dibatasi, 10tiket/hari. 3. Sistem Point' yang di dapatkan dari pembelian tiketnya agak pelit atau terlalu bnyak aturan. dibatasi pendapatan pointnya perminggu dan perbulan. 4. Kecewa sama event penukaran pointnya, 10k point hanya bisa di tukar vocer diskon tiket 7ribu, untuk ngumpulin 10k aja butuh sebulanan, gara gara pembatasan pendapatan point.
4;Aplikasi sangat user friendly, mudah dan enak diliat, semuanya bagus, kekurangannya cuman 1 gabisa refund kalo semisal salah pilih lokasi ataupun tempat, jadi harus lebih teliti lagi saat memesan tiket, selebihnya oke banget
5;Suka banget sama apk nya, cuma biaya pajak pertiket nya lumayan juga ya. Semoga ada kebijakan masalah pajak buat ke depan nya. Misalnya 1 tiket pajak nya 1000 gitu? Xixixixixi
1;percuma gw punya voucher 100k dri BCA buat di tix id klo gk bisa digunain. pdhl gw ada voucher nya, tapi pas mau pesen tiketnya gk bisa digunain, malah ada tulisan (tidak ada promo/voucher saat ini) aneh banget sumpah!!! trs situ voucher BCA gw hangus gtu aja gtuu???? aplikasi freak!!!! mana pajaknya mahal, murahan di MTix. mending di aplikasi MTix aja lahh klo gtuu. aplikasi gajeee!!!!!!!!!
4;tolong sistemnya diperbaiki lagi, ketika ada promo buy 1 get 1 otomatis akan banyak yang menggunakan aplikasi, aplikasi jadi lemot dan sering error, padahal udah dapat promonya tinggal bayar tapi sering gagal.
5;untuk aplikasi sudah bagus, tapi untuk masukan tolong di permudah untuk segi payment. ex: payment via virtual account BCA atau bank lain. jadi tdk berfokus ke metode payment via DANA saja.
5;Alangkah lebih bagusnya jika tik id bisa pembayaran lewat indomaret atau Alfamart tidak terbatas hanya di aplikasi dana aja untuk aplikasi nya sih bagus cuman di tingkat kan lagi aja sistem pembayaran nya
5;lumayan mempermudah, tapi coba bayarnya ngga hanya ke dana saja, coba diupgrade jadi bisa bayar melalui indomaret, alfamart, atau mini market lainnya. terimakasih
3;mau beli seat d5 d6, coba sampai 40min loading terus tidak bisa, minta teman coba juga sama, ternyata sudah not available... kenapa lama munculnya harus ampe 40 min ??
3;Aplikasinya bagus, tapi sayang untuk pembayaran cuma bisa pake Dana doang. Coba bisa pake QRIS pasti bisa lebih gampang dalam pemesanan tiket
5;"Aplikasinya mudah digunakan dan fiturnya juga bagus"". Tapi menurut saya harga layanannya mahal 4k. Klo beli banyak itu seharusnya ada pengurangan atau diskonlah biar tidak kemahalan untuk kantong anak muda/mahasiswa"
5;Aplikasi nya sudah bagus tapi tolong dong tambahkan metode pembayaran melalui aplikasi lain contohnya seperti gojek ovo Shopee jangan satu patokan aplikasi dong min saya pelanggan setia tix id jadi tolong dengarkan saran saya Terima kasih tix id ❤ saya tunggu update terbaru nya ya ❤
2;Sumpah, kan mau coba pake promo ticket yang tersedia dari tix id, eh disuruh update. Setelah diupdate malah jadi ngga bisa. Pas diklik promonya malah keluar, begitu terus. Aneh. Jadi saya uninstall aja. Mohon maaf.
5;"Tidak bisa aktifkan dana, muncul teks ""kondisi jaringan tidak stabil"" padahal saya pakai WiFi lancar sama Data. Edit : sudah bisa"
1;Tiap ada info penukaran point, selalu mantengin dari jam 00.01, selalu 'penukaran tidak bisa dilakukan krn kuota harian sudah habis'. Kalo ga niat kasi reward tukar point, ya gausah umumin Tshayy. Gajelas banget. Yang ada malah hangus point nya kelamaan ga ditukar. Uda bela²in pake aplikasi, kena biaya admin, malah ga bsa ditukar poin nya. Kecewa bet.
2;Ga terhubung otomatis dan ga update dgn aplikasi sebelahnya (MT**) dan yg beli offline langsung di bioskopnya. Pernah kecele misal ambil di baris atas padahal di Tix ID terlihat blm terisi eh pas mau bayar malah ga bisa dan ternyata bangku itu udh terisi, taunya stlh dicek di aplikasi MT**. Apalagi klo lagi war tiket promo kan ga sempat cek aplikasi sebelahnya itu krn buru2, akhirnya coba2 ambil bangku yg baris bawah berhasil tapi itukan ga sesuai keinginan. Kecewalah. Mana biaya adminnya mahal.
2;Aplikasinya makin ga jelas, ga bisa liat trailer dan ada point tiap pembelian tiket tapi point ga bisa di tuker sama sekali BUAT APA DI KASIH POINT KALO GITU PERCUMALAH padahal juga sudah di update terbaru
4;Tolong perhatikan poin yg di dapat , berilah kemudahan di aplikasi untuk mempermudah penukaran poin , berikan lah poin kpd penonton yg sdh di dapat agar mudah untuk di tukar /reward
5;Rekomended sih Apk nya.. gk perlu lagi repot² antri panjang² untuk beli tiket Bioskop.. bisa langsung pilih tempat duduk sesuai keinginan💯
2;"ini kenapa ya mau di hubung kan ke dana tidak bisa dan muncul tulisan ""kami mendeteksi keamanan dalam proses aplikasimu. Silahkan hubungi costumer care untuk bantuan selanjutnya"" dan juga setelah di tekan costumer care malah tidak bisa di muat dan error. Mohon solusi untuk masalah ini🙏🙏🙏"
1;Ini gimana sih masa gangguan mulu, susah banget gak bisa aktifin dana, gimana mau pesen tiket klo gak bisa aktifin dana.
5;Memudahkan untuk membeli tiket bioskop dari mana saja lewat aplikasi, sangat mudah di gunakan, untuk yg hobby nonton di bioskop bisa pakai ini untuk liat rekomendasi dulu sebelum ke bioskop.
5;Oke bgt si bisa ngehemat waktu juga, jdi bisa pesen dlu bangkunya pas flim uda mau mulai baru dateng. Cuma minusnya kena admin jdi kya ahh sebelll
5;Tixid sangat menolong saya sebagai kaum introvert untuk mempermudah pemesanan untuk menonton film di bioskop kesayangan, dengan metode pembayaran yang mudah. Jadi tidak perlu lagi memesan tiket di hari H 👍
5;Mau nonton bioskop udah nggak pake antre n ribet,jadi nggak ketinggalan film yang update mau ditonton karena bisa beli tiket pre-sale jg
4;Cuma saran ja.. knp gak bisa nonton di aplikasi jg, kasian yg dipelosok,, jauh dr 21 kaya aku.. mo nonton harus cari bis or angkot dulu berkali2.. knp gak bisa tinggal klik bayar trus nonton? Semoga next bisa yaa...
5;Alhamdulillah, Tix Id adalah Pesan Ticket Online yang paling baik menurut saya ,karena Lebih mudah dan ketika Sudah di pesan langsung lewat barkot dan Muncul dehh , Intinya Selalu Update Film Terbaru Ya min, Suksess
5;Pengalaman pertama menggunakan aplikasi buat beli tiket setelah 4 tahun yang terasa memudahkan. Saya bisa dengan cepat mengambil tiket dan makanan tanpa harus mengantri. Loading aplikasi gak ada kendala, begitu juga dengan scan saat pengambilan di bioskop. Good job
1;App jelek banget, sejak diupdate jadi gak bisa lihat movie thriller nya, setiap di klik pasti loading terus , tolong diperbaiki donk
1;sya sudah coba hapus aplks trus download lg tpi tetap gak bisa, hp sya matikan trus hdupkan lg juga tetap gak bisa, jaringan oke oke aja.. apa masalag aplksinya
1;Penanganan coustumer servicenya buruk, saya pesan tixfood salah buat jam pengambilan makanan. Lalu saya kirim via google mail, bukannya ngasih solusi malah tetap di suruh ambil pesanannya di jam yang salah, mantap tixid, keren,good job!.
5;Pakai ini mau order ticket nonton jadi mudah, cepat dan aman.. Semoga next tix id bisa kerja sama dengan Shopee. Dan cara pembayarannya bisa menggunakan Shopeepay juga, gk cuma pakai Dana.. Oiya satu lagi,, mohon di perbaiki saat mau lihat trailernya, tidak bisa di mainkan.
1;Kenapa tidak bisa melihat trailer nya, dulu bisa kenapa sekarang tidak bisa, kesalahan saat memutar di YouTube keterangan nya seperti itu. Kembalikan ke versi dulu saja , tidak usah di update kalau hasilnya lebih jelek.
1;Kok tampilan nya kayak begitu ya sekarang? Udah Gak bisa pesen tiket lagi kah? Tolong kembalikan ke tampilan seperti dulu yg mudah di akses, sekarang tampilan nya gak banget, gak ada tampilan film apa aja yg sedang tayang, trus gak bisa cari lokasi bioskop nya jadi udah gak bisa pesen tiket lagi di app ini? Ya udah saya install aja klo gitu.
1;Tgl 11 kmren beli tiket di tix id, jdwal nnton jam 19:20,dan kita nyampe bioskop 19:50 jdi telat stngah jam krna ada kndala dijalan,dan pas mau scan tiket aplikasi tdk bisa dbkak krna lg maintenance,dan saya jga nga pernh ss tiket atau dowload ,biasnya lngsung dri aplikasi aja,kita minta solusi ke xxi dan mereka ng bisa krna harus hub pihak tix id,dan respon pihak tix id jga lama,akhirna smpai film slsai kita nga bisa nnton krna aplikasi nga bisa dibukak,jjur kcwa bngt krna sldo nga bisa drefund
1;Sangat parah..udah beli tiket .lantas tiba2 aplikasinya Error..dan tdk ada yg bertanggu jawab..sy sgt dirugikam waktu dan materi.udah jauh2 datang ke XXI Lippo Mall.malah aplikasi nya gak bisa di akses..Parah👎👎👎👎
1;Jam 8 malam hari ini mau beli tiket tapi ga bisa terus sampe jam 9 ini, sampai kapan ini harus nunggu, aplikasinya diperbaiki atau apa ini ga bisa-bisa, cepetan dong ini mau beli tiket, tadi jam 7 masih bisa, malah pas mau beli jam 8 ga bisa, maksudnya apa, duh sebel banget
1;Aplikasi tolol, kenapa maintance (perawatan) aplikasi malah dilakukan saat lagi jam² nonton film. Alhasil gabisa nonton film saat lagi maintance ditambah duit ilang. Mending kalau lagi maintance saat jam² engga ada film tayang (misal jam 1-3 pagi) jadi engga terjadi masalah di tiket
4;terlalu spam banyak notifikasi, tolong difilter lg agar tdk mengganggu. Dan kalo bisa coba tambahkan metode pembayaran paylater/cicilan lumayan bisa digunain dikala gajian belum turun wkwk
3;Ga bisa buka trailer katanya ada kesalahan padahal sebelumnya bisaaaa, pakai wifi dan kuota tetep gabisa lihat trailernya hmm gimana nihhh
5;Pertama order tiket XXI disini,, Sayang nya Diskon voucher pertama kali order hanya berlaku di Jabodetabek saja.. Perbanyak Diskon khusus utk film2 Indo dong, supaya Film Indo bisa berkembang lebih baik lagi.. Thx
1;Mau aktifkan DANA, disuruh masukkan akun atau no hape. Malah keterangan sudah digunakan pengguna lain yang mana itu punya saya. Koplak emang mau bayar aja ribet. Hidup dipersulit memang dan ga ada opsi pembayaran lain. Baru instal jadi auto uninstal lagi dong.
1;Hallo tix kapan kalian perbaiki aplikasinya, mengapa triler film selalu tdk bs diputar dan sudah berlangsung sangat lama, pdahal pelanggan kalin tarik 4rb per tiket tp aplikasinya masih sangat jelek
2;Kenapa sekarang bayar tiket bioskop susah banget selalu muncul jaringan tidak stabil coba beberapa saat lagi. Saya udh coba berpuluh2 kali tapi tetep GK bisa
1;Kenapa pembelian tiket bioskop tidak bisa disini ya??setiap mau pembayaran sesalu muncul jaringan tidak stabil,padahal d rumah pakai wifi pakai data juga gitu kan jadi sayang saldonya.....
3;Sekarang TIX ID banyak bug atau bagaimana ya? Masalah jaringan dan koneksi tidak stabil pas akan melakukan pembayaran
4;Kenapa disaat udh tukar poin dan dapet voucher, ketika coba cara dapetin promo harganya tetep dan ga otomatis berkurang sesuai prosedur promo, padahal udh saya coba bolak balik tapi knpa tetep Ndak bisa ya, Dulu masih bisa dan otomatis dapetin promo karena ada voucher, skrg malah makin bingung ribet juga udh bolak balik coba film di bioskop tetep aja ga muncul otomatis voucher nya Bisa tolong di jelaskan mungkin ya, trimakasih 🙏
